taxlevel	rankID	taxon	daughterlevels	total	00_SrnOcean_DCM	01_SrnOcean_SURF	02_SrnOcean_MESO	03_SPac_DCM	04_SPac_SURF	05_SPac_MESO	06_NPac_DCM	07_NPac_MESO	08_NPac_SURF	09_NAtl_SURF	10_AraSea_MESO
4	0.3.7.4.2	Peronosporomycetes	1	3	2	1	0	0	0	0	0	0	0	0	0
4	0.3.7.4.3	Stramenopiles_unclassified	1	29	10	7	1	2	0	0	6	1	1	1	0
4	0.4.1.1.1	unknown_unclassified	1	3229	199	169	275	226	214	262	417	298	173	305	691
5	0.1.1.1.1.1	Archaea_unclassified	1	832	1	0	95	38	45	145	127	135	18	56	172
5	0.1.2.1.1.1	Thermoprotei_unclassified	1	1	0	0	0	0	0	0	0	0	0	0	1
5	0.1.3.1.1.1	Euryarchaeota_unclassified	1	1672	6	0	188	184	215	143	393	167	76	211	89
5	0.1.3.2.1.1	Deep_Sea_Hydrothermal_Vent_Gp_6(DHVEG-6)	1	79	0	0	0	0	0	0	0	0	0	0	79
5	0.1.3.2.1.2	Halobacteriaceae	3	40	0	0	3	32	0	1	0	4	0	0	0
5	0.1.3.2.1.3	Halobacteriales_unclassified	1	1	0	0	1	0	0	0	0	0	0	0	0
5	0.1.3.3.1.1	Methanomicrobia_unclassified	1	21	0	0	5	0	1	2	4	2	0	7	0
5	0.1.3.3.2.1	Methanosarcinales_unclassified	1	2	0	0	0	1	0	0	0	0	1	0	0
5	0.1.3.4.1.1	Thermoplasmata_unclassified	1	36	0	0	6	2	1	3	10	3	2	5	4
5	0.1.3.4.2.1	AMOS1A-4113-D04	1	20	0	0	3	1	3	2	8	1	0	1	1
5	0.1.3.4.2.2	Thermoplasmatales_unclassified	1	371	1	0	62	37	49	44	73	36	14	30	25
5	0.1.3.4.2.3	VC2.1_Arc6	1	4	0	0	2	0	0	0	2	0	0	0	0
5	0.1.4.1.1.1	Marine_Group_I_unclassified	1	1424	0	0	262	5	0	562	69	336	0	76	114
5	0.1.4.1.2.1	Unknown_Family	3	1266	1	0	305	2	0	445	32	324	0	49	108
5	0.1.4.2.1.1	Miscellaneous_Crenarchaeotic_Group_unclassified	1	1	0	0	0	0	0	0	0	0	0	0	1
5	0.1.4.3.1.1	Unknown_Family	1	9	0	0	4	0	0	2	0	2	0	0	1
5	0.1.4.4.1.1	Unknown_Family	1	11	0	0	1	0	0	2	0	6	0	0	2
5	0.1.4.5.1.1	Thaumarchaeota_unclassified	1	594	0	0	82	1	0	244	16	169	0	8	74
5	0.2.1.1.1.1	Acidobacteria_unclassified	1	13	0	0	1	0	0	5	0	3	0	0	4
5	0.2.1.1.2.1	Subgroup_21_unclassified	1	3	0	0	0	0	0	0	0	3	0	0	0
5	0.2.1.1.3.1	Subgroup_6_unclassified	1	63	0	0	16	0	0	13	0	13	0	0	21
5	0.2.1.2.1.1	Acidobacteria_unclassified	1	3	0	0	1	0	0	0	0	2	0	0	0
5	0.2.2.1.1.1	Acidimicrobiales_Incertae_Sedis	1	1	0	0	0	0	0	0	0	1	0	0	0
5	0.2.2.1.1.2	Acidimicrobiales_unclassified	1	387	0	0	53	22	1	91	32	71	2	16	99
5	0.2.2.1.1.3	OM1_clade	2	1542	0	0	2	273	415	39	277	0	254	280	2
5	0.2.2.1.1.4	Sva0996_marine_group	1	460	0	0	81	39	0	80	51	81	1	13	114
5	0.2.2.2.1.1	Actinobacteria_unclassified	1	60	0	1	15	1	3	13	1	10	1	3	12
5	0.2.2.2.2.1	Corynebacteriaceae	1	2	0	0	1	0	0	1	0	0	0	0	0
5	0.2.2.2.2.2	Corynebacteriales_unclassified	1	2	0	0	2	0	0	0	0	0	0	0	0
5	0.2.2.2.2.3	Mycobacteriaceae	1	15	0	0	7	0	0	4	1	2	0	0	1
5	0.2.2.2.2.4	Nocardiaceae	3	3	0	0	2	0	0	0	0	1	0	0	0
5	0.2.2.2.3.1	Frankiales_unclassified	1	1	0	0	1	0	0	0	0	0	0	0	0
5	0.2.2.2.3.2	Geodermatophilaceae	2	7	1	0	5	0	0	1	0	0	0	0	0
5	0.2.2.2.4.1	Brevibacteriaceae	1	3	0	0	0	0	0	1	0	0	0	0	2
5	0.2.2.2.4.2	Demequinaceae	1	3	0	0	1	0	0	0	1	1	0	0	0
5	0.2.2.2.4.3	Microbacteriaceae	2	104	0	1	3	12	0	74	2	10	2	0	0
5	0.2.2.2.4.4	Micrococcaceae	2	4	1	0	2	0	0	0	0	1	0	0	0
5	0.2.2.2.4.5	Micrococcales_unclassified	1	36	0	0	3	2	0	19	1	9	0	0	2
5	0.2.2.2.5.1	Micromonosporaceae	1	2	0	0	1	0	0	1	0	0	0	0	0
5	0.2.2.2.6.1	Nocardioidaceae	2	33	0	0	2	0	0	27	2	2	0	0	0
5	0.2.2.2.6.2	Propionibacteriaceae	1	9	0	0	7	0	0	0	0	1	0	0	1
5	0.2.2.2.6.3	Propionibacteriales_unclassified	1	3	0	0	1	0	0	2	0	0	0	0	0
5	0.2.2.3.1.1	Actinobacteria_unclassified	1	486	0	0	70	37	5	86	46	79	11	25	127
5	0.2.3.1.1.1	BD1-5_unclassified	1	6	0	0	2	0	0	0	0	2	0	0	2
5	0.2.4.1.1.1	BHI80-139_unclassified	1	2	0	0	0	0	0	0	0	0	0	0	2
5	0.2.5.1.1.1	Bacteria_unclassified	1	18297	1290	1142	1548	1443	1259	1641	1650	1835	1396	1563	3530
5	0.2.6.1.1.1	BD2-2_unclassified	1	1	0	0	0	0	0	0	0	0	0	1	0
5	0.2.6.2.1.1	Bacteroidetes_unclassified	1	1614	454	130	233	48	152	74	206	67	108	131	11
5	0.2.6.3.1.1	Cyclobacteriaceae	1	2	0	0	0	1	0	0	0	0	0	0	1
5	0.2.6.3.1.2	Cytophagaceae	1	1	0	0	0	0	0	0	0	1	0	0	0
5	0.2.6.3.1.3	Cytophagales_unclassified	1	57	4	1	10	3	7	6	9	7	7	2	1
5	0.2.6.3.1.4	Flammeovirgaceae	4	285	3	3	11	28	119	24	33	19	32	13	0
5	0.2.6.3.2.1	Cytophagia_unclassified	1	1	0	0	0	0	0	0	0	0	1	0	0
5	0.2.6.3.3.1	Rhodothermaceae	1	1	0	0	0	1	0	0	0	0	0	0	0
5	0.2.6.3.4.1	Unknown_Family	3	8	0	0	0	0	1	1	0	1	3	0	2
5	0.2.6.4.1.1	Cryomorphaceae	5	250	73	3	30	8	49	8	30	2	9	38	0
5	0.2.6.4.1.2	Flavobacteriaceae	25	5592	1100	1856	439	129	354	276	300	81	358	682	17
5	0.2.6.4.1.3	Flavobacteriales_unclassified	1	532	113	88	82	27	60	19	50	15	34	44	0
5	0.2.6.4.1.4	NS9_marine_group	1	81	0	0	0	11	6	4	51	3	4	2	0
5	0.2.6.5.1.1	Saprospiraceae	3	9	0	0	2	0	1	0	4	2	0	0	0
5	0.2.6.6.1.1	VC2.1_Bac22_unclassified	1	6	0	0	0	0	0	0	0	0	0	0	6
5	0.2.7.1.1.1	Candidate_division_OD1_unclassified	1	11	0	0	0	0	0	1	0	2	0	0	8
5	0.2.8.1.1.1	Candidate_division_OP11_unclassified	1	2	0	0	0	0	0	0	0	0	0	0	2
5	0.2.9.1.1.1	Candidate_division_OP3_unclassified	1	7	0	0	0	0	0	0	0	0	0	0	7
5	0.2.10.1.1.1	Candidate_division_OP8_unclassified	1	1	0	0	0	0	0	0	0	0	0	0	1
5	0.2.11.1.1.1	Candidate_division_TM7_unclassified	1	39	0	0	0	3	1	12	8	14	0	0	1
5	0.2.12.1.1.1	Chlamydiales_unclassified	1	5	0	0	0	1	2	0	0	1	0	0	1
5	0.2.12.1.1.2	Parachlamydiaceae	2	3	0	0	0	0	0	1	0	1	0	0	1
5	0.2.12.1.1.3	Simkaniaceae	1	3	0	0	0	0	2	1	0	0	0	0	0
5	0.2.13.1.1.1	Ignavibacteriales_unclassified	1	1	0	0	0	0	0	0	0	0	1	0	0
5	0.2.14.1.1.1	Anaerolineaceae	1	1	0	0	0	0	0	1	0	0	0	0	0
5	0.2.14.2.1.1	Chloroflexi_unclassified	1	114	0	0	15	7	0	10	1	23	0	1	57
5	0.2.14.3.1.1	Dehalococcoidia_unclassified	1	39	0	0	0	0	0	0	0	0	0	0	39
5	0.2.14.3.2.1	vadinBA26_unclassified	1	28	0	0	0	0	0	0	0	0	0	0	28
5	0.2.14.4.1.1	SAR202_clade_unclassified	1	514	0	0	123	71	2	65	26	121	0	12	94
5	0.2.15.1.1.1	Chloroplast_unclassified	1	182	23	66	25	3	13	1	15	0	15	21	0
5	0.2.15.2.1.1	Cyanobacteria_unclassified	1	342	60	37	2	37	61	6	44	0	48	47	0
5	0.2.15.2.2.1	FamilyI	4	6009	0	0	0	725	1315	263	718	8	2075	903	2
5	0.2.15.3.1.1	Cyanobacteria_unclassified	1	506	147	144	4	7	35	3	61	0	22	83	0
5	0.2.16.1.1.1	Deferribacterales_unclassified	1	36	0	0	3	3	1	7	6	4	1	1	10
5	0.2.16.1.1.2	PAUC34f	1	64	0	0	17	0	3	10	1	8	4	0	21
5	0.2.16.1.1.3	SAR406_clade(Marine_group_A)	1	3092	1	0	269	358	362	320	628	316	168	230	440
5	0.2.17.1.1.1	Bacillaceae	2	4	0	0	2	0	0	1	0	1	0	0	0
5	0.2.17.1.1.2	Bacillales_unclassified	1	6	0	0	3	0	0	0	1	0	0	2	0
5	0.2.17.1.1.3	Planococcaceae	3	8	0	0	6	0	0	0	0	2	0	0	0
5	0.2.17.1.1.4	Staphylococcaceae	3	29	0	0	26	0	0	0	1	2	0	0	0
5	0.2.17.1.2.1	Bacilli_unclassified	1	2	0	0	2	0	0	0	0	0	0	0	0
5	0.2.17.1.3.1	Lactobacillales_unclassified	1	1	0	0	1	0	0	0	0	0	0	0	0
5	0.2.17.2.1.1	Family_XI	1	1	0	0	1	0	0	0	0	0	0	0	0
5	0.2.17.2.1.2	Lachnospiraceae	1	1	0	0	1	0	0	0	0	0	0	0	0
5	0.2.17.3.1.1	Firmicutes_unclassified	1	3	0	0	2	0	0	1	0	0	0	0	0
5	0.2.17.4.1.1	Veillonellaceae	1	1	0	0	0	0	0	0	1	0	0	0	0
5	0.2.18.1.1.1	BD2-11_terrestrial_group_unclassified	1	171	0	0	52	6	0	56	0	42	0	1	14
5	0.2.18.1.2.1	Gemmatimonadetes_unclassified	1	2	0	0	2	0	0	0	0	0	0	0	0
5	0.2.18.1.3.1	PAUC43f_marine_benthic_group_unclassified	1	3	0	0	0	0	0	1	0	2	0	0	0
5	0.2.19.1.1.1	Lentisphaerae_unclassified	1	24	0	0	18	0	0	2	0	3	0	1	0
5	0.2.19.2.1.1	Lentisphaeraceae	1	22	0	0	19	1	0	1	0	1	0	0	0
5	0.2.19.3.1.1	ML1228J-2_unclassified	1	1	0	0	0	0	0	0	0	1	0	0	0
5	0.2.19.4.1.1	Oligosphaeria_unclassified	1	2	0	0	1	0	0	0	0	1	0	0	0
5	0.2.20.1.1.1	OM190_unclassified	1	10	0	0	2	0	6	2	0	0	0	0	0
5	0.2.20.2.1.1	MSBL9_unclassified	1	4	0	0	2	0	0	0	0	0	0	0	2
5	0.2.20.2.2.1	Phycisphaerae_unclassified	1	15	0	0	1	7	1	3	0	2	0	0	1
5	0.2.20.2.3.1	Phycisphaeraceae	4	57	0	0	8	11	10	9	1	9	5	0	4
5	0.2.20.3.1.1	Brocadiaceae	1	368	0	0	0	0	0	0	0	0	0	0	368
5	0.2.20.3.2.1	Planctomycetacia_unclassified	1	5	0	0	0	0	0	0	0	0	0	0	5
5	0.2.20.3.3.1	Planctomycetaceae	5	112	0	0	50	14	0	15	6	16	3	6	2
5	0.2.20.4.1.1	Planctomycetes_unclassified	1	56	0	0	11	5	6	9	1	12	0	1	11
5	0.2.21.1.1.1	AEGEAN-245_unclassified	1	31	0	0	1	4	0	1	19	5	0	1	0
5	0.2.21.2.1.1	Alphaproteobacteria_unclassified	1	3130	66	76	140	390	341	287	358	253	479	407	333
5	0.2.21.2.2.1	Caulobacteraceae	2	2	0	0	1	0	0	0	0	1	0	0	0
5	0.2.21.2.2.2	Caulobacterales_unclassified	1	2	0	0	0	0	0	2	0	0	0	0	0
5	0.2.21.2.2.3	Hyphomonadaceae	4	52	0	0	5	4	4	30	2	6	0	1	0
5	0.2.21.2.3.1	DB1-14_unclassified	1	2	0	0	1	0	0	0	0	1	0	0	0
5	0.2.21.2.4.1	OCS116_clade_unclassified	1	216	3	3	0	14	61	8	27	0	19	81	0
5	0.2.21.2.5.1	Aurantimonadaceae	2	6	0	0	5	0	0	1	0	0	0	0	0
5	0.2.21.2.5.2	Bradyrhizobiaceae	3	4	0	0	0	0	0	2	1	0	0	0	1
5	0.2.21.2.5.3	Brucellaceae	1	1	0	0	0	0	0	0	0	0	0	1	0
5	0.2.21.2.5.4	Hyphomicrobiaceae	1	1	0	0	0	0	0	0	0	1	0	0	0
5	0.2.21.2.5.5	Methylobacteriaceae	1	2	0	0	1	0	0	0	0	1	0	0	0
5	0.2.21.2.5.6	Phyllobacteriaceae	4	18	0	0	0	1	0	6	1	10	0	0	0
5	0.2.21.2.5.7	Rhizobiaceae	3	8	0	0	0	0	1	4	0	3	0	0	0
5	0.2.21.2.5.8	Rhizobiales_unclassified	1	57	0	0	4	4	1	18	10	9	2	4	5
5	0.2.21.2.5.9	Rhodobiaceae	2	2	0	0	0	0	0	0	1	1	0	0	0
5	0.2.21.2.6.1	Rhodobacteraceae	19	1103	187	227	22	56	154	74	70	21	72	217	3
5	0.2.21.2.7.1	Acetobacteraceae	3	5	0	0	1	0	2	0	0	0	0	2	0
5	0.2.21.2.7.2	Rhodospirillaceae	5	87	1	1	11	7	5	24	6	16	1	5	10
5	0.2.21.2.7.3	Rhodospirillales_Incertae_Sedis	1	1	0	0	0	0	0	0	0	0	1	0	0
5	0.2.21.2.7.4	Rhodospirillales_unclassified	1	79	0	0	3	6	4	9	4	5	3	5	40
5	0.2.21.2.8.1	Rickettsiales_Incertae_Sedis	1	7	0	0	0	0	1	0	2	0	0	3	1
5	0.2.21.2.8.2	Rickettsiales_unclassified	1	64	0	0	2	6	7	4	8	8	9	11	9
5	0.2.21.2.8.3	S25-593	1	215	0	0	0	28	66	19	9	0	85	8	0
5	0.2.21.2.8.4	SAR116_clade	1	335	20	4	2	12	89	16	24	0	135	32	1
5	0.2.21.2.8.5	mitochondria	1	10	0	0	2	0	0	6	1	1	0	0	0
5	0.2.21.2.9.1	Chesapeake-Delaware_Bay	1	64	20	10	1	4	7	2	2	1	16	1	0
5	0.2.21.2.9.2	Deep_1	1	1941	9	10	270	121	9	372	200	561	15	85	289
5	0.2.21.2.9.3	SAR11_clade_unclassified	1	4328	117	127	279	682	406	468	427	523	419	381	499
5	0.2.21.2.9.4	Surface_1	2	13975	1460	2396	444	1350	2078	607	1186	440	1781	2027	206
5	0.2.21.2.9.5	Surface_2	1	1524	27	14	1	202	352	53	163	16	481	191	24
5	0.2.21.2.9.6	Surface_3	1	103	1	0	0	34	31	4	6	3	13	6	5
5	0.2.21.2.10.1	Erythrobacteraceae	5	407	1	0	16	46	2	243	9	36	3	4	47
5	0.2.21.2.10.2	Sphingomonadaceae	9	97	0	0	7	5	0	61	10	10	0	0	4
5	0.2.21.2.10.3	Sphingomonadales_unclassified	1	72	0	0	5	8	0	33	4	10	0	2	10
5	0.2.21.3.1.1	Betaproteobacteria_unclassified	1	76	21	14	1	0	9	3	3	0	4	21	0
5	0.2.21.3.2.1	Alcaligenaceae	1	4	1	2	1	0	0	0	0	0	0	0	0
5	0.2.21.3.2.2	Burkholderiaceae	3	5	0	0	0	0	1	1	1	2	0	0	0
5	0.2.21.3.2.3	Burkholderiales_unclassified	1	9	1	0	0	0	3	0	1	0	3	0	1
5	0.2.21.3.2.4	Comamonadaceae	6	40	0	0	2	0	0	2	28	6	1	0	1
5	0.2.21.3.2.5	Oxalobacteraceae	1	2	1	0	0	0	0	0	1	0	0	0	0
5	0.2.21.3.3.1	Methylophilaceae	4	101	37	26	2	0	0	0	9	0	0	27	0
5	0.2.21.3.4.1	Neisseriaceae	1	1	0	0	1	0	0	0	0	0	0	0	0
5	0.2.21.3.5.1	Rhodocyclaceae	1	2	0	0	0	0	0	0	1	1	0	0	0
5	0.2.21.4.1.1	Bacteriovoracaceae	3	16	0	0	0	8	1	0	3	2	0	1	1
5	0.2.21.4.1.2	Bdellovibrionaceae	1	62	0	0	4	7	9	5	17	11	6	3	0
5	0.2.21.4.2.1	Deltaproteobacteria_unclassified	1	255	1	0	35	18	6	39	38	43	10	3	62
5	0.2.21.4.3.1	Desulfarculaceae	1	2	0	0	0	0	0	0	0	0	0	0	2
5	0.2.21.4.4.1	Desulfobacteraceae	4	33	0	0	1	0	0	0	0	0	4	0	28
5	0.2.21.4.4.2	Desulfobacterales_unclassified	1	11	0	0	0	0	0	6	0	4	0	0	1
5	0.2.21.4.4.3	Desulfobulbaceae	2	4	0	0	0	0	1	0	0	0	2	1	0
5	0.2.21.4.4.4	Nitrospinaceae	2	410	0	0	47	0	0	107	6	114	0	5	131
5	0.2.21.4.5.1	Desulfovibrionaceae	1	1	0	0	0	0	1	0	0	0	0	0	0
5	0.2.21.4.5.2	Desulfovibrionales_unclassified	1	2	0	0	0	0	1	1	0	0	0	0	0
5	0.2.21.4.6.1	Desulfuromonadales_unclassified	1	2	0	0	0	1	0	0	0	1	0	0	0
5	0.2.21.4.6.2	GR-WP33-58	1	7	0	0	0	1	0	1	2	0	3	0	0
5	0.2.21.4.7.1	GR-WP33-30_unclassified	1	1	0	0	0	0	0	0	0	0	0	0	1
5	0.2.21.4.8.1	0319-6G20	1	7	0	0	0	2	0	0	3	1	0	1	0
5	0.2.21.4.8.2	Haliangiaceae	1	1	0	0	0	0	0	0	1	0	0	0	0
5	0.2.21.4.8.3	Myxococcales_unclassified	1	5	0	0	0	2	1	1	1	0	0	0	0
5	0.2.21.4.8.4	Nannocystaceae	1	3	0	0	0	0	0	0	2	1	0	0	0
5	0.2.21.4.8.5	Sandaracinaceae	2	8	0	0	0	2	0	0	5	0	1	0	0
5	0.2.21.4.9.1	SAR324_clade(Marine_group_B)_unclassified	1	3036	33	0	1100	69	7	518	302	667	38	36	266
5	0.2.21.4.10.1	Sh765B-TzT-29_unclassified	1	21	0	0	4	1	0	6	0	8	0	0	2
5	0.2.21.5.1.1	Campylobacteraceae	1	5	1	0	1	0	0	0	0	0	0	0	3
5	0.2.21.5.2.1	Epsilonproteobacteria_unclassified	1	1	0	0	0	0	0	1	0	0	0	0	0
5	0.2.21.6.1.1	Aeromonadaceae	3	53	29	21	1	1	0	0	1	0	0	0	0
5	0.2.21.6.2.1	Alteromonadaceae	12	3913	580	901	225	719	62	97	28	763	34	5	499
5	0.2.21.6.2.2	Alteromonadales_unclassified	1	278	11	25	61	86	3	4	1	29	3	1	54
5	0.2.21.6.2.3	Colwelliaceae	2	359	0	0	354	1	0	0	0	1	0	0	3
5	0.2.21.6.2.4	Ferrimonadaceae	1	2	0	0	0	1	1	0	0	0	0	0	0
5	0.2.21.6.2.5	Idiomarinaceae	1	105	0	0	1	90	1	4	1	1	3	1	3
5	0.2.21.6.2.6	Moritellaceae	1	2	0	0	1	0	0	0	0	1	0	0	0
5	0.2.21.6.2.7	NB-1d	1	3	0	0	0	1	0	0	0	0	0	0	2
5	0.2.21.6.2.8	Pseudoalteromonadaceae	2	609	4	1	13	412	4	5	1	5	0	0	164
5	0.2.21.6.2.9	Shewanellaceae	1	2	0	0	0	0	0	0	0	1	1	0	0
5	0.2.21.6.3.1	BD7-8_marine_group_unclassified	1	1	1	0	0	0	0	0	0	0	0	0	0
5	0.2.21.6.4.1	Chromatiaceae	2	4	0	0	0	0	0	1	2	1	0	0	0
5	0.2.21.6.4.2	Chromatiales_unclassified	1	4	0	0	2	0	0	2	0	0	0	0	0
5	0.2.21.6.5.1	E01-9C-26_marine_group_unclassified	1	5	0	0	0	0	0	0	0	1	4	0	0
5	0.2.21.6.6.1	Enterobacteriaceae	3	18	0	4	5	4	0	3	0	1	0	1	0
5	0.2.21.6.7.1	Unknown_Family	2	20	0	0	6	0	0	6	0	5	0	0	3
5	0.2.21.6.8.1	Gammaproteobacteria_unclassified	1	4085	559	471	389	512	229	421	271	481	286	223	243
5	0.2.21.6.9.1	KI89A_clade_unclassified	1	116	1	1	0	6	36	7	8	1	43	4	9
5	0.2.21.6.10.1	Coxiellaceae	1	8	0	0	0	1	1	0	3	0	1	1	1
5	0.2.21.6.10.2	Legionellaceae	1	5	0	0	0	0	0	4	0	0	0	1	0
5	0.2.21.6.11.1	Alcanivoracaceae	1	32	0	0	2	6	1	13	2	6	2	0	0
5	0.2.21.6.11.2	GSP65	1	1	0	0	0	0	0	1	0	0	0	0	0
5	0.2.21.6.11.3	Halomonadaceae	6	368	1	0	44	172	6	120	7	9	2	0	7
5	0.2.21.6.11.4	Litoricolaceae	1	6	0	0	0	0	3	2	0	0	1	0	0
5	0.2.21.6.11.5	OM182_clade	1	25	4	0	8	1	2	2	2	1	4	0	1
5	0.2.21.6.11.6	Oceanospirillaceae	7	1232	603	426	90	7	7	12	22	37	2	8	18
5	0.2.21.6.11.7	Oceanospirillales_unclassified	1	732	172	140	69	100	19	71	16	64	24	40	17
5	0.2.21.6.11.8	SAR86_clade	1	2527	375	347	5	158	552	82	125	25	369	488	1
5	0.2.21.6.11.9	SUP05_cluster	1	5	2	3	0	0	0	0	0	0	0	0	0
5	0.2.21.6.11.10	Saccharospirillaceae	1	1	0	0	0	0	0	0	0	0	0	0	1
5	0.2.21.6.11.11	ZD0405	1	2212	740	445	441	0	0	198	1	279	0	72	36
5	0.2.21.6.12.1	Family_Incertae_Sedis	1	2	0	0	0	0	0	0	0	0	0	0	2
5	0.2.21.6.13.1	Pasteurellaceae	1	1	0	0	0	1	0	0	0	0	0	0	0
5	0.2.21.6.14.1	Moraxellaceae	3	56	1	0	27	0	0	0	6	4	0	17	1
5	0.2.21.6.14.2	Pseudomonadaceae	3	109	2	0	2	16	10	26	25	26	0	2	0
5	0.2.21.6.14.3	Pseudomonadales_unclassified	1	4	0	0	0	1	1	0	1	1	0	0	0
5	0.2.21.6.15.1	Salinisphaeraceae	1	29	0	0	10	2	1	16	0	0	0	0	0
5	0.2.21.6.16.1	Piscirickettsiaceae	4	287	186	97	2	0	0	1	0	0	1	0	0
5	0.2.21.6.16.2	Thiotrichales_unclassified	1	5	2	3	0	0	0	0	0	0	0	0	0
5	0.2.21.6.17.1	Vibrionaceae	3	22	2	1	0	2	1	4	0	1	0	0	11
5	0.2.21.6.18.1	JTB255_marine_benthic_group	1	56	0	0	6	6	17	9	2	6	0	9	1
5	0.2.21.6.18.2	Xanthomonadaceae	1	1	0	0	1	0	0	0	0	0	0	0	0
5	0.2.21.6.18.3	Xanthomonadales_unclassified	1	3	0	0	0	0	0	1	0	1	0	1	0
5	0.2.21.7.1.1	JTB23_unclassified	1	2	0	0	2	0	0	0	0	0	0	0	0
5	0.2.21.8.1.1	Proteobacteria_unclassified	1	4613	165	157	342	519	459	428	532	475	586	479	471
5	0.2.22.1.1.1	Spirochaetaceae	2	7	0	0	1	0	0	0	0	1	1	0	4
5	0.2.23.1.1.1	TM6_unclassified	1	2	0	0	0	0	0	0	0	0	0	0	2
5	0.2.24.1.1.1	Entomoplasmatales_unclassified	1	1	0	0	0	0	0	1	0	0	0	0	0
5	0.2.25.1.1.1	Arctic97B-4_marine_group_unclassified	1	325	0	0	126	16	10	42	39	66	0	21	5
5	0.2.25.2.1.1	Opitutae_unclassified	1	41	0	0	1	0	6	6	2	4	19	1	2
5	0.2.25.2.2.1	Puniceicoccaceae	3	31	0	0	3	0	6	2	3	4	12	0	1
5	0.2.25.3.1.1	Verrucomicrobia_unclassified	1	89	0	0	14	8	10	12	11	15	7	10	2
5	0.2.25.4.1.1	DEV007	1	2	0	0	0	0	1	1	0	0	0	0	0
5	0.2.25.4.1.2	Rubritaleaceae	1	13	0	0	11	1	1	0	0	0	0	0	0
5	0.2.25.4.1.3	Verrucomicrobiaceae	3	8	0	0	5	0	1	0	0	0	0	2	0
5	0.2.25.4.1.4	Verrucomicrobiales_unclassified	1	30	0	0	7	3	3	4	4	6	0	3	0
5	0.3.1.1.1.1	Archaeplastida_unclassified	1	8	0	0	0	3	1	1	1	2	0	0	0
5	0.3.1.2.1.1	Phragmoplastophyta	1	35	9	4	8	2	1	0	5	2	4	0	0
5	0.3.1.2.2.1	Chlorophyta_unclassified	1	15	0	1	0	1	0	0	8	0	0	5	0
5	0.3.1.2.2.2	Prasinophytae	2	2	0	0	0	0	0	0	1	0	1	0	0
5	0.3.1.2.3.1	Chloroplastida_unclassified	1	4	0	1	0	0	0	0	1	0	0	2	0
5	0.3.1.3.1.1	Rhodymeniophycidae	1	1	0	0	0	0	0	1	0	0	0	0	0
5	0.3.2.1.1.1	Chroomonas_unclassified	1	2	1	0	0	0	0	0	0	0	0	1	0
5	0.3.2.1.2.1	Cryptomonadales_unclassified	1	1	1	0	0	0	0	0	0	0	0	0	0
5	0.3.3.1.1.1	Eukaryota_unclassified	1	2226	345	177	473	133	47	134	331	405	90	83	8
5	0.3.4.1.1.1	Euglenozoa	1	7	0	0	3	0	1	0	1	1	1	0	0
5	0.3.5.1.1.1	Phaeocystis_unclassified	1	395	321	53	11	2	5	0	2	0	1	0	0
5	0.3.5.1.2.1	Chrysochromulina	1	8	0	0	0	0	2	0	0	0	1	5	0
5	0.3.5.1.2.2	OLI16029	1	1	0	0	0	0	0	0	0	0	1	0	0
5	0.3.5.1.2.3	Prymnesiales_unclassified	1	37	17	6	2	3	3	0	4	0	1	1	0
5	0.3.5.1.2.4	Prymnesium	1	101	82	11	7	0	0	1	0	0	0	0	0
5	0.3.5.1.3.1	Prymnesiophyceae_unclassified	1	269	193	52	8	1	3	1	6	1	3	1	0
5	0.3.6.1.1.1	Animalia	6	60	3	0	38	3	1	3	2	0	0	8	2
5	0.3.6.2.1.1	Dikarya	3	18	0	0	9	1	0	3	0	3	0	1	1
5	0.3.6.2.1.2	Fungi_unclassified	1	27	1	1	2	2	4	0	12	0	2	3	0
5	0.3.6.2.1.3	Glomeromycota	1	3	1	2	0	0	0	0	0	0	0	0	0
5	0.3.6.2.2.1	Nucletmycea_unclassified	1	7	0	0	1	0	0	0	3	0	0	3	0
5	0.3.6.3.1.1	Opisthokonta_unclassified	1	26	4	2	6	1	2	0	6	3	0	2	0
5	0.3.7.1.1.1	Alveolata_unclassified	1	35	3	4	9	2	2	1	7	5	0	2	0
5	0.3.7.1.2.1	Intramacronucleata	3	66	27	23	11	0	0	1	1	0	1	2	0
5	0.3.7.1.3.1	Dinoflagellata_unclassified	1	45	1	0	13	2	0	6	8	10	2	2	1
5	0.3.7.1.3.2	Dinophyceae	4	252	23	25	71	16	15	16	32	29	14	11	0
5	0.3.7.1.3.3	Incertae_Sedis	1	1	0	0	1	0	0	0	0	0	0	0	0
5	0.3.7.2.1.1	Foraminifera	1	2	0	0	0	0	0	1	0	1	0	0	0
5	0.3.7.3.1.1	SAR_unclassified	1	93	13	12	14	2	4	6	26	8	4	4	0
5	0.3.7.4.1.1	Chrysophyceae	3	7	0	3	0	0	1	2	0	0	0	1	0
5	0.3.7.4.1.2	Diatomea	3	14	0	6	8	0	0	0	0	0	0	0	0
5	0.3.7.4.1.3	Dictyochophyceae	1	3	0	0	0	0	0	0	0	0	3	0	0
5	0.3.7.4.1.4	Eustigmatales	2	12	2	0	1	0	0	2	2	1	0	4	0
5	0.3.7.4.1.5	Ochrophyta_unclassified	1	102	13	11	7	3	12	0	21	3	10	22	0
5	0.3.7.4.1.6	Pelagophyceae	1	17	2	4	0	0	1	0	7	0	0	3	0
